id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
23879304,Beautiful room,179416315,Elizabeth,Bronx,University Heights,40.85989,-73.91189,Private room,60,2,7,1/1/2019,0.46,2,156
25407116,HEAVENLY  PLACE,191804394,Pnb,Bronx,Longwood,40.8156,-73.90075,Entire home/apt,60,1,9,6/9/2019,0.76,2,257
26137778,Peaceful Private Clean Rm Near 2/5Train/Metro N.,196462256,Rees,Bronx,Wakefield,40.89374,-73.85579,Private room,60,2,10,4/10/2019,0.85,1,365
26640231,Magic at the Castle: private bedroom and bathroom,27964506,Ally,Bronx,Throgs Neck,40.81639,-73.81954,Private room,60,1,13,6/30/2019,1.09,1,35
27293665,Bright essential cozy private room,99137905,Valentina,Bronx,Wakefield,40.88878,-73.86349,Private room,60,1,1,1/13/2019,0.17,1,269
27638567,Beautiful home,208574990,Hattie,Bronx,Unionport,40.82972,-73.84957,Private room,60,1,0,,,1,268
28574888,Guest Studio at Stella's place,15617507,Stella,Bronx,Morris Park,40.85105,-73.86049,Entire home/apt,60,2,20,5/19/2019,2.29,3,208
28841361,A place to stay,217484828,Benjamin,Bronx,East Morrisania,40.83285,-73.8879,Entire home/apt,60,1,22,7/7/2019,2.4,1,279
29730616,Large and bright bedroom 18 min to Grand Central,140930693,Max And Kathy,Bronx,Mott Haven,40.81177,-73.92726,Private room,60,1,29,7/4/2019,3.54,2,304
29800664,Private bedroom 3 stops from Grand Central,224204301,Tylor,Bronx,Mott Haven,40.8114,-73.92747,Private room,60,1,48,7/7/2019,6.96,2,296
29876453,"In Riverdale, a most unusual apartment to enjoy.",124867390,Karel,Bronx,Spuyten Duyvil,40.88071,-73.92074,Private room,60,3,8,6/16/2019,1.11,1,326
29991534,Lovely room,179416315,Elizabeth,Bronx,Norwood,40.87064,-73.8797,Private room,60,1,9,1/15/2019,1.19,2,310
30225205,Relax De Dios,180311428,Every,Bronx,Allerton,40.86757,-73.8649,Private room,60,2,1,1/1/2019,0.16,1,363
31144865,Cozy private bedroom close to train and Manhattan,224204301,Tylor,Bronx,Mott Haven,40.81331,-73.92765,Private room,60,1,30,7/2/2019,6.38,2,333
32402674,Apartment,210218219,Ruth,Bronx,Longwood,40.81694,-73.89627,Private room,60,1,8,5/25/2019,1.97,1,308
32628641,Private room-Close to manhattan(10-15 minutes),79567015,Yeufre,Bronx,Mott Haven,40.81496,-73.92088,Private room,60,1,1,4/9/2019,0.33,1,90
32978570,Large bedroom with 200SF outdoor patio,97853468,Steven,Bronx,Hunts Point,40.81724,-73.88878,Private room,60,3,2,6/29/2019,0.68,4,335
33363084,E community that is commercially (Website hidden by Airbnb) smoke,242175033,Alex,Bronx,Allerton,40.86003,-73.86584,Entire home/apt,60,1,28,7/2/2019,8.32,1,74
33613736,"Bright Large Room, only 30mins to Times Square",5704932,Victor,Bronx,Fordham,40.86615,-73.88828,Private room,60,2,6,6/23/2019,1.96,3,34
33907325,TW #5 Private Rm - 1st Fl. Queen Bed 1 to 2 Guests,211136294,Sharon & Erika,Bronx,Schuylerville,40.83715,-73.83489,Private room,60,1,20,6/30/2019,7.59,5,343
34644152,Home sweet Home,152246149,Catherine,Bronx,Throgs Neck,40.83123,-73.82784,Private room,60,1,2,6/24/2019,1.71,5,180
34645572,Reliable vacation Home,152246149,Catherine,Bronx,Throgs Neck,40.83144,-73.82791,Private room,60,1,5,6/24/2019,3.75,5,179
35170961,Mott Haven Private Dorm AA,30509656,Orit,Bronx,Port Morris,40.80844,-73.9316,Shared room,60,1,0,,,8,89
35566162,Cozy one bedroom apartment in the Bronx,185355022,Vivi,Bronx,Concourse,40.8315,-73.92277,Entire home/apt,60,3,1,6/22/2019,1,1,20
35601334,Large Private Room with Modern amenities,5971264,Marco,Bronx,Kingsbridge,40.86429,-73.90204,Private room,60,1,0,,,1,83
36068351,The Emperors Den,252897042,Oza,Bronx,Bronxdale,40.85247,-73.86418,Entire home/apt,60,4,2,7/7/2019,2,1,194
5121,BlissArtsSpace!,7356,Garon,Brooklyn,Bedford-Stuyvesant,40.68688,-73.95596,Private room,60,45,49,10/5/2017,0.4,1,0
8505,Sunny Bedroom Across Prospect Park,25326,Gregory,Brooklyn,Windsor Terrace,40.65599,-73.97519,Private room,60,1,19,6/23/2019,1.37,2,85
63573,Small tidy bedroom in duplex,310458,Emily,Brooklyn,Park Slope,40.66793,-73.98327,Private room,60,14,9,8/29/2016,0.09,2,0
64000,Williamsburg near soho. / loftbed,312722,Kristian & Di,Brooklyn,Williamsburg,40.7069,-73.95467,Private room,60,17,14,1/7/2019,0.14,4,362
64365,Crown Heights Garden Apt.,314582,Anthony,Brooklyn,Crown Heights,40.67586,-73.95155,Private room,60,2,227,6/27/2019,2.27,2,287
65556,"Room in S3rd/Bedford, Williamsburg",320422,Marlon,Brooklyn,Williamsburg,40.71368,-73.9626,Private room,60,3,0,,,1,0
166172,LG Private Room/Family Friendly,792159,Wanda,Brooklyn,Bushwick,40.70283,-73.92131,Private room,60,3,480,7/7/2019,6.7,1,0
167222,CBG# 4Tiny room w/ huge window/AC,22486,Lisel,Brooklyn,Park Slope,40.6788,-73.97643,Private room,60,1,20,8/24/2018,0.21,6,258
267652,Private clean pleasant spacious room.,164675,Janice,Brooklyn,Kensington,40.64277,-73.97296,Private room,60,2,20,1/21/2019,0.42,1,347
271128,Tranquil in the heart of Brooklyn 2,1417166,Lex,Brooklyn,Bedford-Stuyvesant,40.68884,-73.95059,Private room,60,5,9,6/25/2019,0.19,2,33
272427,Spacious room on charming block in Greenpoint!,511993,Diana,Brooklyn,Greenpoint,40.72723,-73.95728,Private room,60,4,6,4/21/2019,0.07,1,303
272738,Guest Room in Authentic Williamsburg Factory Loft,1427381,Elizabeth,Brooklyn,Williamsburg,40.70513,-73.95505,Private room,60,2,35,6/30/2019,0.38,2,161
295231,"Sunny, clean br available",1387286,Felicia,Brooklyn,Williamsburg,40.70918,-73.94881,Private room,60,7,1,3/24/2014,0.02,2,0
526520,Large light-filled Apt in Brooklyn,2576980,Eleanor,Brooklyn,Prospect Heights,40.67786,-73.97166,Private room,60,2,0,,,1,0
573671,Luminous Modern Apt Share for Young Professionals,2822805,Ollie,Brooklyn,Bedford-Stuyvesant,40.68586,-73.9501,Private room,60,30,41,2/23/2019,0.65,8,245
635662,bedroom in front of prospect park  w/2 queens beds,3033622,Jose,Brooklyn,Windsor Terrace,40.65193,-73.97301,Private room,60,2,206,6/15/2019,2.49,2,86
655472,Lovely 2-room Studio in Crown Hghts,326329,Nick,Brooklyn,Crown Heights,40.67574,-73.95434,Entire home/apt,60,3,1,8/25/2012,0.01,1,0
690960,Guestroom w/ 2 beds 20 mins to NYC ,3531317,Ingrid,Brooklyn,Bushwick,40.68161,-73.90796,Private room,60,2,295,6/16/2019,3.56,2,210
722264,Medium-sized furnished room,3729726,Samir,Brooklyn,Crown Heights,40.67641,-73.95729,Private room,60,7,0,,,1,0
794245,Historic Brownstone Private Garden,3069794,Hayley,Brooklyn,Bedford-Stuyvesant,40.68356,-73.94042,Private room,60,14,12,9/1/2016,0.22,2,0
827719,Experience Brooklyn like a True Brooklynite,611137,Shahar,Brooklyn,Clinton Hill,40.68334,-73.96704,Private room,60,3,126,6/27/2019,3.59,2,120
846549,New York City Dream Apartment,4420306,Luis Alejandro,Brooklyn,Bedford-Stuyvesant,40.68941,-73.95247,Private room,60,2,2,8/2/2015,0.04,1,0
854253,Great Lrg Apt next to Park/Subway,4461145,Cristian,Brooklyn,Flatbush,40.6489,-73.96872,Entire home/apt,60,5,3,4/30/2019,0.06,1,189
880424,â˜…Beautiful Home Away From Homeâ˜…,3549531,Jeremy,Brooklyn,Prospect-Lefferts Gardens,40.65514,-73.95956,Private room,60,1,109,6/4/2019,1.52,1,2
929032,Dumbo | Spacious private room w/ private bathroom,2420592,Lucas,Brooklyn,Vinegar Hill,40.70163,-73.98208,Private room,60,3,13,6/18/2019,0.66,1,0
1056185,Sunny+Cozy Double bedroom in BKLYN!,697442,Chris And Zach,Brooklyn,East Flatbush,40.64851,-73.94667,Private room,60,1,356,7/5/2019,4.72,3,19
1063554,bedroom in big sunny loft (& Roof!),2873394,Aurora,Brooklyn,Bushwick,40.69935,-73.93713,Private room,60,2,10,6/23/2019,0.13,2,18
1068505,Relaxing and Roomy in Crown Heights,2128778,Rachael,Brooklyn,Crown Heights,40.67414,-73.95667,Private room,60,2,51,6/30/2019,0.68,2,57
1121502,ART HOUSE VAULT,5942292,#NAME?,Brooklyn,Bedford-Stuyvesant,40.68316,-73.93906,Private room,60,1,65,5/24/2019,0.87,4,26
1148279,Family Owned & Operated Brownstone,6294856,Yoki,Brooklyn,Bedford-Stuyvesant,40.68018,-73.94839,Private room,60,3,140,1/1/2019,1.87,1,189
1226176,Private bedroom (15 min Manhattan).,6688471,Guillaume,Brooklyn,Bedford-Stuyvesant,40.69652,-73.93548,Private room,60,3,13,5/15/2019,0.22,1,294
1241905,Bedroom in big sunny loft (& roof!),2873394,Aurora,Brooklyn,Bushwick,40.69822,-73.93517,Private room,60,2,11,6/4/2019,0.15,2,296
1291490,nice room in bedstuy M,6885157,Randy,Brooklyn,Bedford-Stuyvesant,40.68322,-73.95085,Private room,60,1,142,6/13/2019,1.95,15,321
1445250,"1Bedroom, Seconds from L train",5109475,Liam,Brooklyn,Bushwick,40.70444,-73.92005,Private room,60,2,64,6/1/2019,0.89,2,87
1987546,nice room in bedstuy A,6885157,Randy,Brooklyn,Bedford-Stuyvesant,40.68248,-73.95149,Private room,60,1,93,4/22/2019,1.38,15,305
2061725,"â¤ï¸ 2 Beds Option + Private Bath, Sunshine Bushwick",4601412,Mia,Brooklyn,Bushwick,40.6922,-73.92399,Private room,60,2,226,6/30/2019,3.42,2,164
2071839,Room in a lovely 2br apartment - East Williamsburg,1939680,Silvia,Brooklyn,Williamsburg,40.70731,-73.94344,Private room,60,7,5,8/5/2018,0.14,1,3
2079686,Sunny apt with Backyard,7624316,Rebecca,Brooklyn,Bushwick,40.7018,-73.91823,Entire home/apt,60,3,14,2/20/2017,0.21,1,0
2126376,Spacious Bedroom in Williamsburg Loft.,10846328,Luis,Brooklyn,Williamsburg,40.71296,-73.95088,Private room,60,4,0,,,2,0
2128464,Warm & Spacious (not available),10859032,Garth,Brooklyn,Bushwick,40.69312,-73.90582,Private room,60,1,4,6/10/2014,0.06,1,0
2136511,Private room with bathroom and balcony.,6001762,Ajang,Brooklyn,Bedford-Stuyvesant,40.67927,-73.9113,Private room,60,7,0,,,1,365
2151558,COZY ROOM WITH STUNNING VIEW IN AN AUTHENTIC FLAT,2838861,Ryan,Brooklyn,Greenpoint,40.73107,-73.95712,Private room,60,30,10,5/28/2018,0.15,1,92
2331154,Spacious Private Room in East Williamsburg,4467316,Barbara,Brooklyn,Williamsburg,40.70874,-73.93818,Private room,60,30,16,7/5/2019,0.28,2,190
2346089,"Stylish, Affordable & Private Room",11981562,Maureen,Brooklyn,Bedford-Stuyvesant,40.6901,-73.94524,Private room,60,2,0,,,1,0
2415563,The Big Brooklyn,12346795,Ron,Brooklyn,Crown Heights,40.67019,-73.95541,Private room,60,1,35,4/24/2018,0.54,1,333
2521670,Spacious Studio in Prospect Heights,6723969,Mari,Brooklyn,Crown Heights,40.67571,-73.95161,Entire home/apt,60,1,2,4/21/2014,0.03,1,0
2582812,Brooklyn loft apt in industrial building,13225047,Lila,Brooklyn,Williamsburg,40.71997,-73.95945,Private room,60,1,44,3/28/2018,1.24,3,0
2976105,Crown (Prospect) Heights Brooklyn Room,3259274,Hannah,Brooklyn,Crown Heights,40.67479,-73.95722,Private room,60,2,2,9/7/2015,0.04,2,83
3191450,Cozy Bedroom by Prospect Park BKLYN,241593,Thomas,Brooklyn,Flatbush,40.64996,-73.9615,Private room,60,3,4,7/23/2015,0.07,2,0
3278530,Private room in Williamsburg apt,16572580,Travis,Brooklyn,Williamsburg,40.70943,-73.94948,Private room,60,5,6,9/6/2017,0.16,2,0
3369929,Couch in E. Williamsburg Luxury Apt,1910452,Thuy,Brooklyn,Williamsburg,40.70586,-73.94135,Shared room,60,1,0,,,2,0
3441130,New Building in Williamsburg,6045456,Daniel,Brooklyn,Williamsburg,40.71409,-73.93979,Private room,60,7,16,4/5/2019,0.26,1,313
3544858,"Private room in Greenpoint, BK",7879349,Abby,Brooklyn,Greenpoint,40.72472,-73.94135,Private room,60,1,1,8/18/2014,0.02,1,0
3860899,Huge room in East Williamsburg,12749383,Joseph,Brooklyn,Williamsburg,40.70684,-73.94227,Private room,60,1,0,,,1,0
3970701,Beautiful Private Room in Newly Renovated Apt,20278196,Stephanie,Brooklyn,East Flatbush,40.66303,-73.92526,Private room,60,2,6,2/3/2019,0.26,3,326
3971534,SpaciousBedroom in Brownstone Bklyn,14741088,Victoria,Brooklyn,Carroll Gardens,40.67845,-73.99983,Private room,60,3,3,12/1/2017,0.07,1,0
4017226,Comfortable room in Brooklyn,20830484,LorcÃ¡n,Brooklyn,Gowanus,40.68163,-73.98088,Private room,60,1,1,9/21/2014,0.02,1,0
4033521,Brooklyn 1 BR Near Subway,1369577,Thomas & Gaby,Brooklyn,Crown Heights,40.67441,-73.92371,Entire home/apt,60,6,144,6/18/2019,2.5,2,59
4137645,Beautiful Williamsburg Private Room,11134688,Noelle,Brooklyn,Williamsburg,40.71243,-73.95655,Private room,60,1,1,9/23/2014,0.02,1,0
4168660,Northside Williamsburg Private Bdrm,20979241,Amy,Brooklyn,Williamsburg,40.72022,-73.96055,Private room,60,3,5,5/19/2016,0.1,1,0
4280118,"Lovely, light-filled Bushwick flat",1990602,Jessica,Brooklyn,Bushwick,40.70741,-73.92239,Private room,60,3,2,6/22/2016,0.04,1,0
4303600,Luminous Modern Apt Share for Young Professionals,2822805,Ollie,Brooklyn,Bedford-Stuyvesant,40.68531,-73.95185,Private room,60,30,44,5/19/2019,0.78,8,99
4378816,"Room in Bushwick Brooklyn NYC, LG KITCHEN & YARD",21902316,Amy,Brooklyn,Bushwick,40.70253,-73.92898,Private room,60,2,63,6/17/2019,1.68,2,352
4383734,Sunny room with private entrance,18674671,Lindsay,Brooklyn,Bushwick,40.69435,-73.91852,Private room,60,2,12,12/19/2016,0.21,1,0
4436185,Charming Park Slope Studio Sublet,3708965,Nicole,Brooklyn,Sunset Park,40.66063,-73.98894,Entire home/apt,60,1,0,,,1,0
4456004,Spacious Bedroom in Bushwick w/AC,1171707,Gabriel,Brooklyn,Bushwick,40.70112,-73.91201,Private room,60,3,4,6/12/2016,0.09,1,0
4765631,Sunny Room- Prospect Heights- Bklyn,24587292,Rania,Brooklyn,Crown Heights,40.67507,-73.96092,Private room,60,7,0,,,2,0
4777063,Big Sunny Room 10secs from L train,1641589,Lauren,Brooklyn,Williamsburg,40.71172,-73.93973,Private room,60,2,0,,,1,0
4846754,Basement apartment in bedstuy,6885157,Randy,Brooklyn,Bedford-Stuyvesant,40.68266,-73.95032,Entire home/apt,60,1,23,7/5/2019,1.99,15,83
4855612,Cozy Spacious Apartment,24448659,Christian,Brooklyn,Midwood,40.62971,-73.95069,Entire home/apt,60,3,1,1/2/2015,0.02,1,0
4868048,Room in Down town Brooklyn Parkslop,15442902,Akim,Brooklyn,Boerum Hill,40.6832,-73.98109,Private room,60,1,0,,,1,0
4925368,Great Room with Good Amenities,331579,Marlon,Brooklyn,Bedford-Stuyvesant,40.68744,-73.92322,Private room,60,3,29,6/4/2019,0.6,2,232
5004463,Spacious Private Room ,25807709,Shula,Brooklyn,Midwood,40.6216,-73.95315,Private room,60,10,27,7/5/2019,0.5,1,322
5029573,Private Room w/ Bath and Balcony,25961456,Adam,Brooklyn,Prospect Heights,40.67824,-73.96514,Private room,60,1,0,,,1,0
5039939,Spacious Room in Bushwick Brooklyn,26018110,Vincent,Brooklyn,Williamsburg,40.70898,-73.93286,Private room,60,25,0,,,1,0
5052495,Sunny Room in Historic Williamsburg Loft,26089087,Karron,Brooklyn,Williamsburg,40.70907,-73.96396,Private room,60,1,33,6/26/2019,2.75,1,19
5061309,Sunny room in Bushwick; Minutes from subway!,13501341,Fiorella,Brooklyn,Bushwick,40.70171,-73.91344,Private room,60,1,155,6/20/2019,3.39,2,170
5105632,Lovely room in Prospect Heights,15321576,Daniel,Brooklyn,Prospect Heights,40.67467,-73.96557,Private room,60,1,0,,,1,0
5180624,"Cozy Room in Bushwick, Brooklyn",26794599,Carmen,Brooklyn,Bushwick,40.69237,-73.92097,Private room,60,2,1,9/21/2015,0.02,1,0
5194812,"Cozy, Convenient, Clean & Colorful!",23909946,Robin Laverne,Brooklyn,Bushwick,40.68755,-73.91856,Private room,60,2,77,6/19/2019,1.56,3,28
5251338,"Stay in beautiful Carroll Gardens, Brooklyn!! 1BD",17129810,Jeffrey,Brooklyn,Red Hook,40.66541,-74.01407,Private room,60,5,66,11/2/2018,1.75,5,326
5251340,Beautiful big room in Carroll Gardens Brooklyn!!!,17129810,Jeffrey,Brooklyn,Columbia St,40.68173,-74.00366,Private room,60,3,118,7/7/2019,2.84,5,326
5432743,Quiet Room with a View,23163374,Kyle,Brooklyn,Bushwick,40.69987,-73.93216,Private room,60,1,0,,,1,0
5562394,Cozy Bedroom Off Eastern Parkway,17548709,Robert,Brooklyn,Crown Heights,40.67151,-73.95789,Private room,60,1,0,,,1,0
5588253,"Bright, Clean Room, Ideal location",28974263,Maria,Brooklyn,Williamsburg,40.70945,-73.95491,Private room,60,3,31,6/26/2019,0.77,1,147
5679129,1 Bedroom Apt in Tree Line Block,2671902,Iki,Brooklyn,Bedford-Stuyvesant,40.68024,-73.93987,Entire home/apt,60,14,0,,,1,59
5856685,Private Room in â€œHipster Times Squareâ€,4194830,Stephanie,Brooklyn,Williamsburg,40.71047,-73.95732,Private room,60,1,13,4/23/2019,0.39,1,0
5878382,"Beautiful, bright and friendly",18527346,Kaley,Brooklyn,Prospect Heights,40.67417,-73.96518,Private room,60,1,5,6/12/2016,0.1,1,0
5885101,one large private bedroom/ two bedroom apartment,21364540,Francisca,Brooklyn,Williamsburg,40.70217,-73.93737,Private room,60,4,3,9/2/2017,0.09,2,25
5956257,Private Prospect Park Bed and Bath ,30918671,Conor,Brooklyn,Prospect-Lefferts Gardens,40.66149,-73.95222,Private room,60,1,0,,,1,0
6043199,Big Room in Central BK Neighborhood,9745447,Clara,Brooklyn,Bedford-Stuyvesant,40.68915,-73.95116,Private room,60,1,11,10/8/2017,0.32,1,0
6103146,Beautiful 1 BR by Prospect Park,182477,Shante,Brooklyn,Prospect-Lefferts Gardens,40.6566,-73.96148,Entire home/apt,60,5,9,4/18/2018,0.19,1,0
6233779,Cozy South Williamsburg Bedroom off Bedford Ave!,32345728,Michael,Brooklyn,Williamsburg,40.70834,-73.96646,Private room,60,2,0,,,1,339
6259989,Large room in Prospect Heights,11131161,Tina,Brooklyn,Crown Heights,40.67822,-73.96069,Private room,60,7,0,,,1,0
6303845,Luminous Modern Apt Share for Young Professionals,2822805,Ollie,Brooklyn,Bedford-Stuyvesant,40.68634,-73.95112,Private room,60,30,26,6/6/2019,0.52,8,236
6304002,Luminous Modern Apt Share for Young Professionals,2822805,Ollie,Brooklyn,Bedford-Stuyvesant,40.68563,-73.94953,Private room,60,30,23,3/29/2019,0.48,8,244
6326345,Comfortable private room Brooklyn,23589288,Fabian,Brooklyn,Bedford-Stuyvesant,40.68851,-73.9574,Private room,60,3,9,1/16/2017,0.18,1,0
6364807,Your home away from home,33166971,Miriam,Brooklyn,Bushwick,40.6861,-73.91241,Private room,60,2,70,7/1/2019,1.39,2,70
6461245,Big room with private bathroom in Bushwick,33607986,Anisia,Brooklyn,Bushwick,40.69113,-73.91501,Private room,60,4,6,6/30/2019,0.13,1,2
6559453,Private Rmâ€“Industrial Loftâ€“Bushwick,34306160,Dan,Brooklyn,Williamsburg,40.70306,-73.93629,Private room,60,4,87,6/27/2019,1.75,1,96
6588947,Sunny Prospect Park 2 Bedroom,19233353,Kallie,Brooklyn,Prospect-Lefferts Gardens,40.65599,-73.95746,Private room,60,3,0,,,2,0
6613106,Private Room/Single Bed,10014644,Myrta,Brooklyn,Park Slope,40.66775,-73.98151,Private room,60,3,18,5/24/2019,0.36,2,0
6728550,"Cozy, Spacious Bedstuy Pad",34058193,Beverly,Brooklyn,Bedford-Stuyvesant,40.68972,-73.95629,Entire home/apt,60,5,5,11/25/2015,0.1,1,0
6741023,Big Room @ the Heart of Brooklyn!!,1012583,Mariano,Brooklyn,Williamsburg,40.71458,-73.96181,Private room,60,7,6,11/13/2017,0.13,2,0
6992831,Big 1 Bedroom Brooklyn Ditmas Park,36663321,Mel,Brooklyn,Flatbush,40.63504,-73.96603,Private room,60,3,173,6/25/2019,3.52,1,281
7070287,Bushwick Artist's Bedroom,16602154,Travis,Brooklyn,Bushwick,40.69811,-73.93051,Private room,60,3,1,7/24/2015,0.02,1,0
7125699,East Williamsburg Artist Retreat,19187413,Melissa,Brooklyn,Williamsburg,40.70485,-73.93863,Private room,60,20,0,,,2,88
7227435,Brooklyn loft with huge livingroom,9166253,Jonas,Brooklyn,Bedford-Stuyvesant,40.68956,-73.9589,Private room,60,3,0,,,2,0
7320160,Charming Old-School Apartment 2,19692652,Benjamin,Brooklyn,Clinton Hill,40.69387,-73.96841,Private room,60,2,42,8/14/2017,0.87,1,0
7348008,Sunny Park Slope Bedroom,3369909,Ian,Brooklyn,Park Slope,40.68006,-73.98053,Private room,60,2,7,10/21/2016,0.16,1,0
7389278,Bushwick! Unlimited Metro Card!,38712916,Taylor,Brooklyn,Bushwick,40.69927,-73.92133,Private room,60,1,0,,,1,0
7460009,One bedroom apartment,37077716,Biruta,Brooklyn,Bay Ridge,40.63014,-74.027,Entire home/apt,60,7,10,8/6/2018,0.21,1,0
7460677,Cozy Sublet in Brooklyn,32691187,Paul,Brooklyn,Bedford-Stuyvesant,40.68618,-73.93273,Private room,60,3,7,10/22/2015,0.15,1,0
7499452,Fully equiped room. TV AC,7443028,Ivan,Brooklyn,Bushwick,40.68949,-73.91191,Private room,60,5,0,,,1,0
7512967,Master Bedroom w/ private bathroom,1497263,Melissa,Brooklyn,Williamsburg,40.71704,-73.94509,Private room,60,1,0,,,1,0
7547481,Adorable Brooklyn Apartment,9646150,Lila (Eli),Brooklyn,Prospect-Lefferts Gardens,40.65845,-73.96064,Private room,60,1,140,6/24/2019,4,2,40
7616651,Cute room in large apartment.,3663218,John Conor,Brooklyn,Williamsburg,40.71405,-73.94129,Private room,60,1,1,8/18/2015,0.02,2,0
7664594,1 Bedroom Park Slope 1 Block Subway,40234779,Tristan,Brooklyn,Sunset Park,40.66016,-73.99813,Private room,60,1,0,,,1,0
7678453,Beautiful Sunny Bedroom in BedStuy,39197422,Caitlin,Brooklyn,Bedford-Stuyvesant,40.69025,-73.9303,Private room,60,5,1,3/28/2016,0.03,1,0
7696843,Room in the heart of Williamsburg,40425528,Matthew,Brooklyn,Williamsburg,40.71608,-73.95967,Private room,60,3,1,10/21/2015,0.02,1,0
7708934,Beautiful sunny bedroom with balcony,6238227,Cecilia,Brooklyn,Bedford-Stuyvesant,40.69551,-73.95075,Private room,60,5,0,,,1,0
7754916,Awesome room! 10 min to the city!!,15931768,Teodoro,Brooklyn,Bedford-Stuyvesant,40.69704,-73.94761,Private room,60,5,2,9/29/2015,0.04,1,0
7837816,"Bright, Cozy room in Brooklyn",19483885,Edgar,Brooklyn,Bedford-Stuyvesant,40.69695,-73.95951,Private room,60,1,184,7/2/2019,4.83,2,240
7851219,#NAME?,31304940,John,Brooklyn,Williamsburg,40.71631,-73.96353,Private room,60,2,121,6/18/2019,2.55,8,69
7853110,"Carroll Gardens, 25 ft from F/G",631747,Logan,Brooklyn,Carroll Gardens,40.67986,-73.9945,Private room,60,2,1,8/23/2015,0.02,1,0
7854307,#NAME?,31304940,John,Brooklyn,Williamsburg,40.71692,-73.96353,Private room,60,2,97,6/15/2019,2.07,8,83
7858673,#NAME?,31304940,John,Brooklyn,Williamsburg,40.71767,-73.96252,Private room,60,2,92,6/8/2019,1.94,8,87
7870258,- C - Cozy Secure Private Room in a Shared Loft,31304940,John,Brooklyn,Williamsburg,40.71755,-73.96419,Private room,60,2,99,6/15/2019,2.1,8,77
7873655,#NAME?,31304940,John,Brooklyn,Williamsburg,40.71714,-73.96234,Private room,60,2,107,6/21/2019,2.26,8,84
7886635,#NAME?,31304940,John,Brooklyn,Williamsburg,40.71636,-73.96246,Private room,60,2,97,6/18/2019,2.13,8,122
7901635,#NAME?,31304940,John,Brooklyn,Williamsburg,40.71544,-73.96211,Private room,60,2,99,6/23/2019,2.1,8,100
7916103,Sunny Private Room by Prospect Park,29235148,Ehi,Brooklyn,Prospect-Lefferts Gardens,40.65508,-73.95689,Private room,60,2,3,9/24/2016,0.07,1,0
7979237,New Guest Room at Brooklyn&Breakfast,344035,Brooklyn&   Breakfast    -Len-,Brooklyn,Prospect Heights,40.6796,-73.96948,Private room,60,1,197,7/1/2019,4.19,13,324
8031617,"Big Private, Sunny, and Quiet Room",28185540,Ayse,Brooklyn,Williamsburg,40.7083,-73.95473,Private room,60,1,4,5/28/2016,0.1,1,0
8113156,Room in heart of Williamsburg,23075765,Amandine,Brooklyn,Williamsburg,40.7151,-73.96037,Private room,60,1,2,11/29/2015,0.04,1,0
8189063,Cute Room in Williamsburg Apartment,3663218,John Conor,Brooklyn,Williamsburg,40.71321,-73.94099,Private room,60,1,0,,,2,0
8192443,#NAME?,31304940,John,Brooklyn,Williamsburg,40.71596,-73.96215,Private room,60,2,106,6/23/2019,2.29,8,104
8207453,Quiet Relaxed Room in Williamsburg,1194064,Alexandra,Brooklyn,Williamsburg,40.70788,-73.95106,Private room,60,5,1,12/16/2015,0.02,1,0
8210379,Comfy garden level room at Brooklyn&Breakfast,344035,Brooklyn&   Breakfast    -Len-,Brooklyn,Prospect Heights,40.678,-73.97118,Private room,60,1,186,7/6/2019,3.99,13,293
8294525,Studio in Bensonhurst - Near subway,25266527,Maria,Brooklyn,Bensonhurst,40.62054,-73.99828,Entire home/apt,60,3,6,1/17/2017,0.13,1,0
8321236,Conveniently Located Brooklyn Apt,4818113,Veralyn,Brooklyn,Brownsville,40.6678,-73.92526,Private room,60,3,34,5/26/2019,0.73,1,116
8400115,Brooklyn bohemian haven,43768534,AnnMarie,Brooklyn,Greenpoint,40.72403,-73.94306,Private room,60,7,11,5/31/2019,0.24,1,0
8419475,Clean and quiet Bushwick Apartment,44344360,Jeremiah,Brooklyn,Bushwick,40.69882,-73.91771,Private room,60,7,0,,,1,0
8421771,~Spacious~Sunny~Stylized~Suite~,44343181,Monica,Brooklyn,Greenpoint,40.72522,-73.94563,Private room,60,6,0,,,1,0
8532358,Smile APT in BK,44924968,Stephan,Brooklyn,Crown Heights,40.67677,-73.94804,Private room,60,2,42,1/1/2019,0.94,1,354
8588621,Room in beautiful Brownstone Apt,25889382,Erin,Brooklyn,Crown Heights,40.67649,-73.94657,Private room,60,2,79,5/30/2019,1.75,1,268
8650119,BAYRIDGE LOVELY ROOM.,8137499,Moni,Brooklyn,Bay Ridge,40.6328,-74.02748,Private room,60,2,20,7/2/2017,0.44,1,363
8652866,B Rm 9 Sgl Pensione-like Hrt of Bk,44924546,Hayes,Brooklyn,Boerum Hill,40.68477,-73.97833,Private room,60,1,194,9/30/2018,4.29,4,0
8687096,Full Floor in Sunny Brooklyn Duplex,45613202,Miles,Brooklyn,Bedford-Stuyvesant,40.68861,-73.95548,Private room,60,2,10,7/28/2018,0.22,1,0
8736934,Great sun drenched room near park!,12639098,Imrul,Brooklyn,Flatbush,40.65315,-73.95538,Private room,60,1,0,,,1,0
